,Tunnel,PegStart,PegEnd,PenetrNormMean,PenetrNormMedian,PenetrNormVariance,PenetrNormStandardDeviation,PenetrNormSkewness,PenetrNormKurtosis,PenetrRMSMean,PenetrRMSMedian,PenetrRMSVariance,PenetrRMSStandardDeviation,PenetrRMSSkewness,PenetrRMSKurtosis,RotaPressNormMean,RotaPressNormMedian,RotaPressNormVariance,RotaPressNormStandardDeviation,RotaPressNormSkewness,RotaPressNormKurtosis,RotaPressRMSMean,RotaPressRMSMedian,RotaPressRMSVariance,RotaPressRMSStandardDeviation,RotaPressRMSSkewness,RotaPressRMSKurtosis,FeedPressNormMean,FeedPressNormMedian,FeedPressNormVariance,FeedPressNormStandardDeviation,FeedPressNormSkewness,FeedPressNormKurtosis,HammerPressNormMean,HammerPressNormMedian,HammerPressNormVariance,HammerPressNormStandardDeviation,HammerPressNormSkewness,HammerPressNormKurtosis,WaterFlowNormMean,WaterFlowNormMedian,WaterFlowNormVariance,WaterFlowNormStandardDeviation,WaterFlowNormSkewness,WaterFlowNormKurtosis,WaterFlowRMSMean,WaterFlowRMSMedian,WaterFlowRMSVariance,WaterFlowRMSStandardDeviation,WaterFlowRMSSkewness,WaterFlowRMSKurtosis,Rock,transition_zone,round_length
2792,brulihei_east,2555.0,2561.0,6.3,6.439,393.291,19.832,-0.918,3.105,6.338,5.261,24.785,4.978,1.446,3.272,15.317,14.394,236.723,15.386,0.224,-0.876,3.474,2.796,8.073,2.841,2.131,7.79,14.62,18.25,132.473,11.51,-3.728,14.423,-1.045,-0.087,23.726,4.871,-6.174,37.853,-6.616,-6.394,30.467,5.52,-1.168,8.789,2.384,1.544,7.554,2.749,5.725,52.856,Granittic_gneiss,False,6.0
4199,soegne_west,7203.0,7208.0,-2.047,-0.808,234.793,15.323,-1.374,4.46,6.171,5.167,23.033,4.799,1.583,3.593,-0.972,-0.589,262.312,16.196,0.034,1.237,3.695,2.711,12.884,3.589,2.802,12.83,-4.151,4.5,306.065,17.495,-1.743,2.959,-2.889,2.168,121.756,11.034,-2.033,3.039,-11.395,-10.208,182.266,13.501,-0.628,1.033,3.58,2.348,15.671,3.959,2.719,11.064,Amphibolittic_gneiss,True,5.0
2955,brulihei_west,2579.0,2583.0,11.702,10.721,410.596,20.263,0.425,2.932,7.127,5.895,29.209,5.405,1.301,2.6,23.51,23.047,160.217,12.658,0.229,-0.101,4.038,3.243,10.404,3.226,1.69,4.585,8.676,12.338,196.212,14.008,-3.575,13.636,-1.686,-0.277,39.234,6.264,-4.513,19.385,-6.337,-6.293,20.546,4.533,-1.635,14.605,1.719,1.04,5.106,2.26,4.55,34.167,Granittic_gneiss,False,4.0
263,skottas,96590.0,96602.0,-19.311,-18.678,222.625,14.921,-0.072,2.723,3.3,2.711,10.717,3.274,3.034,16.742,-10.423,-10.581,149.19,12.214,-0.031,-0.539,1.711,1.31,4.504,2.122,5.761,55.478,-0.803,4.33,194.4,13.943,-2.865,8.069,-7.198,-0.658,163.39,12.782,-1.633,0.985,10.749,8.975,361.641,19.017,0.035,-0.512,1.109,0.464,4.636,2.153,5.041,39.733,Rhomb_porphyry,False,12.0
2566,drammen,59651.0,59656.5,-1.566,-2.224,318.767,17.854,0.109,-0.133,4.898,4.33,19.237,4.386,2.389,14.862,8.242,9.247,242.812,15.582,-0.303,-0.135,3.643,3.059,11.8,3.435,2.339,11.692,-6.977,-1.61,405.843,20.146,-0.959,1.092,-7.026,-3.844,114.211,10.687,-1.633,1.656,2.151,2.727,85.944,9.271,-1.258,4.219,1.992,0.554,12.068,3.474,2.985,10.64,Drammensgranite,False,5.5
713,gran_east,8462.0,8463.0,18.813,21.66,487.522,22.08,-0.121,-0.535,5.136,4.233,21.503,4.637,2.276,8.632,-1.221,-1.864,99.729,9.986,0.58,-0.215,1.773,1.58,2.023,1.422,1.794,7.093,-27.365,-25.35,94.22,9.707,0.347,3.252,-2.325,-0.06,47.033,6.858,-3.293,10.374,7.352,6.954,48.388,6.956,0.318,-0.337,0.942,0.54,1.614,1.27,2.94,10.132,Blackshale,False,1.0
228,skottas,96404.0,96410.0,-22.279,-23.577,181.136,13.459,-0.255,3.086,2.746,2.339,7.851,2.802,2.762,18.842,-2.778,-2.9,168.425,12.978,-0.058,-0.314,2.084,1.544,6.939,2.634,3.866,23.253,-9.177,2.622,403.017,20.075,-0.964,-0.276,-11.697,-4.352,209.637,14.479,-0.837,-1.008,10.231,10.608,303.474,17.42,0.248,-0.365,1.336,0.409,9.08,3.013,6.036,55.944,Rhomb_porphyry,False,6.0
4161,soegne_west,6998.0,7003.0,-21.526,-21.53,187.711,13.701,-1.105,4.422,4.984,4.066,15.814,3.977,3.586,26.485,2.275,7.873,673.273,25.948,-0.324,-0.769,3.205,2.507,7.694,2.774,2.659,15.918,-4.806,7.5,446.474,21.13,-1.294,-0.112,-5.208,2.126,185.645,13.625,-1.349,-0.055,-6.372,-7.066,60.63,7.787,0.707,0.185,2.555,1.621,5.15,2.269,1.032,0.364,Amphibolittic_gneiss,False,5.0
3081,lindeli_west,13852.0,13858.0,-14.616,-13.239,193.049,13.894,-2.042,7.451,5.162,4.376,12.733,3.568,2.148,8.997,-8.081,-9.5,131.957,11.487,0.487,0.02,2.808,1.957,7.324,2.706,2.841,12.332,-6.612,-4.67,208.269,14.432,-2.576,6.661,-3.261,-0.79,63.954,7.997,-3.143,8.67,2.358,0.0,54.389,7.375,1.041,1.871,1.306,0.266,4.535,2.13,1.798,2.575,Granittic_gneiss,False,6.0
438,skottas,97471.0,97476.0,-40.757,-42.124,136.763,11.695,0.634,2.153,2.754,2.223,6.267,2.503,3.5,32.961,-4.691,-5.222,60.927,7.806,-0.17,2.086,2.186,1.857,3.604,1.898,3.448,23.659,-16.211,-14.205,175.239,13.238,-1.181,2.162,-8.288,-5.163,124.841,11.173,-1.886,2.086,25.414,25.555,275.285,16.592,0.477,0.575,1.687,0.507,11.888,3.448,4.634,32.487,Rhomb_porphyry,False,5.0
1957,drammen,56111.0,56116.0,-47.156,-49.431,344.31,18.556,0.926,1.337,3.693,3.148,9.904,3.147,5.393,62.647,13.186,13.115,183.133,13.533,-0.026,-0.49,4.709,4.173,9.906,3.147,1.085,1.935,-10.069,-8.644,142.415,11.934,-0.671,0.832,-3.766,-1.99,58.617,7.656,-3.1,9.069,-12.521,4.276,2189.693,46.794,-1.0,-0.661,3.378,2.236,14.797,3.847,2.079,6.576,Hornfels,False,5.0
1938,drammen,56016.0,56021.0,-8.116,-7.501,317.944,17.831,-1.125,4.674,3.068,2.678,10.134,3.183,5.107,45.962,11.904,10.381,165.508,12.865,0.506,0.607,2.172,1.925,3.483,1.866,2.923,20.591,0.037,2.638,142.942,11.956,-3.397,11.197,-2.873,-0.275,54.472,7.381,-3.694,14.349,-9.061,14.295,2481.478,49.814,-1.001,-0.749,2.588,0.879,10.836,3.292,2.722,13.895,Drammensgranite,False,5.0
2619,drammen,60093.0,60099.0,-2.331,-2.456,190.677,13.809,0.125,0.68,5.097,4.527,17.972,4.239,2.184,10.07,16.338,16.381,90.28,9.502,-0.053,0.481,3.321,2.872,7.875,2.806,2.223,10.66,9.979,13.948,391.199,19.779,-1.215,1.963,-4.543,-4.276,73.444,8.57,-1.719,4.145,-0.766,0.133,106.384,10.314,-0.884,1.616,2.078,0.674,10.731,3.276,3.295,16.543,Drammensgranite,False,6.0
243,skottas,96486.0,96492.0,0.265,0.054,449.478,21.201,-0.216,0.979,4.711,3.782,22.842,4.779,2.245,8.916,4.417,5.01,110.306,10.503,-0.664,1.473,2.375,1.722,8.429,2.903,3.822,23.817,-6.827,-1.941,317.662,17.823,-1.216,0.749,-7.786,-0.906,149.445,12.225,-1.343,0.07,-0.741,-4.991,74.057,8.606,0.213,2.686,0.878,0.288,4.075,2.019,8.546,117.599,Rhomb_porphyry,False,6.0
4451,soegne_west,8630.0,8635.0,-3.936,-3.689,272.019,16.493,-1.695,6.278,4.982,4.013,14.577,3.818,2.232,9.724,-0.88,1.65,390.068,19.75,0.056,-1.305,2.511,1.842,5.239,2.289,2.623,10.711,4.628,6.462,88.438,9.404,-3.311,13.274,2.447,0.564,28.396,5.329,-1.229,5.744,-9.454,-9.824,76.326,8.736,0.784,3.839,2.609,0.724,13.049,3.612,1.784,2.423,Amphibolittic_gneiss,True,5.0
3097,lindeli_west,13945.0,13951.0,-25.934,-25.188,137.391,11.721,-1.993,9.521,4.612,3.896,12.997,3.605,3.784,29.009,-4.353,-5.312,162.836,12.761,0.477,0.314,3.833,2.822,10.821,3.29,1.843,5.766,-10.269,-6.614,135.342,11.634,-3.119,9.594,-1.946,-0.133,51.517,7.178,-3.703,12.577,0.457,0.0,100.269,10.013,0.0,2.498,1.8,0.483,7.24,2.691,3.247,27.317,Granittic_gneiss,False,6.0
1150,gran_west,7972.0,7973.0,10.206,10.843,631.161,25.123,-0.087,-1.005,6.214,5.113,29.618,5.442,1.524,3.114,8.46,7.885,95.832,9.789,0.15,-0.427,2.302,1.905,4.234,2.058,1.872,6.64,-30.803,-28.1,240.109,15.495,0.055,0.874,-3.765,-0.06,89.449,9.458,-2.46,4.577,8.356,7.199,77.473,8.802,-0.544,1.644,1.365,0.602,4.17,2.042,2.69,8.521,Elnes_lime_shale,False,1.0
3958,soegne_east,9838.0,9844.0,-13.842,-15.096,468.591,21.647,0.348,0.002,7.075,6.283,18.515,4.303,1.255,3.167,21.569,21.025,163.38,12.782,0.289,0.399,4.198,3.466,10.362,3.219,2.407,10.852,18.554,19.3,124.108,11.14,-2.948,16.434,1.504,2.308,20.97,4.579,-4.942,32.311,13.066,12.605,176.783,13.296,-0.401,0.077,3.665,2.306,14.334,3.786,1.666,2.574,Granittic_gneiss,False,6.0
2113,drammen,56975.0,56980.0,-25.27,-26.359,211.323,14.537,0.12,2.48,6.998,6.266,20.883,4.57,2.068,12.06,13.695,12.928,201.03,14.179,0.263,-0.39,3.943,3.556,6.819,2.611,2.537,18.487,-4.036,-3.318,66.998,8.185,-1.983,8.082,-1.758,-0.1,44.092,6.64,-3.963,16.092,-11.325,-10.811,374.671,19.356,3.256,14.88,1.51,0.702,4.332,2.081,2.545,6.792,Hornfels,False,5.0
3985,soegne_east,9976.0,9981.0,22.914,23.52,393.686,19.842,-1.201,3.895,8.602,7.772,31.252,5.59,0.807,0.733,13.472,15.633,245.624,15.672,-0.374,-0.627,4.174,3.827,6.836,2.615,0.768,1.053,7.875,11.012,68.43,8.272,-4.034,21.752,0.138,1.687,19.463,4.412,-4.808,33.162,5.617,7.273,94.439,9.718,-0.657,0.576,4.187,2.686,16.086,4.011,1.189,0.455,Granittic_gneiss,False,5.0
178,skottas,96195.0,96200.0,-23.695,-24.283,165.93,12.881,-1.399,7.236,2.854,2.44,6.408,2.531,2.844,21.033,-14.37,-15.675,168.345,12.975,1.001,3.223,2.507,1.989,5.737,2.395,2.707,14.91,-6.531,-0.884,200.841,14.172,-2.704,7.574,-7.008,-4.037,125.547,11.205,-1.901,2.269,-14.036,-21.279,332.953,18.247,1.203,1.549,0.984,0.42,3.123,1.767,5.444,53.994,Rhomb_porphyry,False,5.0
2172,drammen,57305.0,57311.0,-16.008,-17.713,422.704,20.56,0.724,6.033,3.136,2.691,10.084,3.176,4.353,36.461,-0.529,-0.817,143.483,11.978,-0.052,0.679,2.28,1.962,5.342,2.311,5.946,95.889,1.18,7.98,446.766,21.137,-1.356,1.298,-7.631,-4.709,122.312,11.059,-1.581,1.5,-24.019,-1.101,2195.257,46.854,-0.752,-1.104,1.939,0.567,14.002,3.742,3.465,13.806,Drammensgranite,False,6.0
4184,soegne_west,7122.0,7127.0,-1.012,-3.697,400.354,20.009,0.771,4.602,7.481,5.709,53.832,7.337,2.625,9.426,4.874,6.619,314.37,17.73,-0.018,-0.093,3.908,2.688,18.517,4.303,3.1,14.377,0.81,9.988,331.986,18.22,-1.956,4.176,-2.12,2.126,91.308,9.555,-2.22,3.779,-3.254,-3.88,108.311,10.407,-0.617,3.16,3.2,1.749,17.769,4.215,3.94,23.197,Amphibolittic_gneiss,False,5.0
2292,drammen,57960.0,57965.0,-12.121,-10.211,347.855,18.651,-0.459,1.721,3.713,3.03,13.65,3.695,4.081,33.08,-3.495,-4.931,224.62,14.987,0.357,0.129,2.679,2.032,6.469,2.543,2.503,11.327,-0.593,3.371,235.541,15.347,-1.388,3.704,-6.067,-3.07,109.052,10.443,-1.925,2.485,8.313,3.693,512.795,22.645,1.091,1.062,1.596,0.746,6.235,2.497,3.371,16.161,Drammensgranite,False,5.0
3836,soegne_east,9171.0,9177.0,-9.613,-7.017,307.141,17.525,-0.859,1.369,7.11,6.38,22.303,4.723,1.147,2.68,6.798,4.011,271.42,16.475,0.459,-0.518,3.954,3.367,8.843,2.974,1.087,1.252,4.892,0.513,118.832,10.901,-1.014,3.27,-0.497,-0.087,10.777,3.283,-8.715,83.338,0.171,-0.626,33.254,5.767,0.799,3.308,1.827,1.056,3.827,1.956,2.428,8.238,Amphibolittic_gneiss,False,6.0
4020,soegne_west,6193.0,6198.0,-4.406,-3.795,337.141,18.361,-0.449,2.927,5.131,4.44,16.297,4.037,2.851,22.358,-5.897,-5.554,175.365,13.243,-0.874,3.007,2.237,1.699,4.419,2.102,3.871,37.001,-0.346,0.993,22.354,4.728,-5.161,33.955,-3.998,-2.815,17.789,4.218,-4.535,25.759,25.427,21.26,172.921,13.15,1.957,4.393,2.283,1.34,10.538,3.246,4.283,22.459,Granittic_gneiss,False,5.0
203,skottas,96288.0,96289.5,22.941,20.871,482.602,21.968,0.011,1.016,7.944,5.592,75.547,8.692,2.104,5.152,-0.081,2.853,176.324,13.279,-1.107,1.47,3.615,2.544,15.438,3.929,2.273,6.629,-26.36,-18.812,347.622,18.645,-0.545,-0.827,-21.943,-27.956,169.461,13.018,0.6,-1.222,-10.239,-7.494,84.576,9.197,-1.957,8.261,2.186,0.591,20.368,4.513,5.057,32.235,Rhomb_porphyry,False,1.5
1677,drammen,54556.0,54559.0,2.284,1.029,472.712,21.742,-0.054,3.297,4.048,3.037,20.24,4.499,2.994,15.855,19.848,20.417,153.939,12.407,-0.054,0.182,2.637,2.13,6.491,2.548,2.23,8.932,-11.572,-0.782,379.999,19.494,-1.178,-0.041,-10.263,-4.34,195.133,13.969,-1.077,-0.569,-18.612,-17.589,38.143,6.176,-2.503,20.853,1.3,0.638,4.792,2.189,6.516,66.25,Rhomb_porphyry,False,3.0
3812,soegne_east,9040.0,9045.0,-21.962,-21.785,271.224,16.469,-0.157,2.013,5.666,5.017,12.851,3.585,1.701,6.598,10.432,10.211,206.582,14.373,0.244,0.018,4.025,3.258,10.611,3.258,2.609,13.871,-1.535,0.575,77.961,8.83,-2.959,16.867,1.889,0.344,34.979,5.914,-1.624,7.503,-4.257,-4.601,152.192,12.337,0.441,0.479,7.14,6.818,31.493,5.612,0.315,-1.083,Granittic_gneiss,True,5.0
3266,mjaavann_west,1053.0,1058.0,29.176,30.966,252.809,15.9,-3.133,15.277,5.428,4.213,19.026,4.362,2.094,6.75,9.531,7.608,98.102,9.905,0.95,1.925,3.094,2.06,8.952,2.992,2.585,8.68,17.927,18.775,21.059,4.589,-7.771,79.372,-2.758,-2.549,4.567,2.137,-10.455,140.489,-1.199,-0.693,85.836,9.265,-0.256,-0.402,3.892,2.64,13.444,3.667,0.979,-0.055,Granittic_gneiss,False,5.0
3340,soegne_east,6473.0,6478.0,-6.668,-5.956,271.43,16.475,-1.289,5.406,6.422,5.132,28.191,5.309,3.133,16.589,1.883,0.129,148.06,12.168,0.646,-0.264,2.568,1.788,7.286,2.699,4.727,37.83,-0.686,1.085,40.043,6.328,-5.118,33.041,-0.694,-0.1,11.809,3.436,-6.7,54.002,3.578,2.98,184.373,13.578,-0.253,0.225,4.538,4.199,7.476,2.734,0.799,0.827,Granittic_gneiss,False,5.0
2824,brulihei_west,1810.0,1813.0,20.235,22.782,603.764,24.572,-0.669,1.256,7.163,5.663,34.51,5.875,1.196,1.393,15.123,10.567,292.519,17.103,1.12,1.082,3.562,2.573,11.418,3.379,2.41,9.5,-15.044,-10.125,355.878,18.865,-1.326,1.513,-5.828,-0.6,143.32,11.972,-1.806,1.366,2.595,4.959,87.42,9.35,-0.731,1.363,5.35,3.979,19.274,4.39,1.755,7.503,Granittic_gneiss,False,3.0
3238,mjaavann_west,899.0,905.0,27.542,31.62,414.973,20.371,-3.024,11.607,4.698,3.557,15.739,3.967,2.339,9.965,11.189,10.228,233.379,15.277,0.073,0.401,2.888,2.108,6.533,2.556,2.513,11.315,16.609,18.775,62.239,7.889,-5.633,36.867,-3.017,-2.759,18.14,4.259,-5.974,40.116,-0.216,1.644,139.431,11.808,0.163,0.008,4.165,2.644,18.029,4.246,1.204,0.624,Augen_gneiss,False,6.0
3803,soegne_east,8988.0,8993.0,-16.646,-15.678,259.63,16.113,-1.406,4.718,5.64,4.798,15.882,3.985,2.04,8.236,2.441,1.8,111.906,10.579,0.434,0.143,2.843,2.215,5.738,2.395,3.007,16.935,-2.022,-0.188,44.868,6.698,-4.067,19.698,2.178,0.344,30.072,5.484,-1.515,7.337,-10.385,-7.8,197.593,14.057,-0.049,-1.178,5.372,4.615,21.773,4.666,0.822,-0.072,Granittic_gneiss,False,5.0
4588,soegne_west,9411.0,9416.0,-9.524,-7.162,343.84,18.543,-0.617,1.111,6.304,5.439,21.288,4.614,1.378,3.385,13.943,10.028,400.753,20.019,0.238,-0.947,3.458,2.922,7.378,2.716,1.657,4.404,12.927,18.25,223.851,14.962,-2.795,6.822,-1.989,-0.087,56.576,7.522,-3.786,12.769,-4.123,-1.388,84.493,9.192,-0.204,0.255,4.057,3.223,13.823,3.718,1.067,0.501,Amphibolittic_gneiss,False,5.0
429,skottas,97421.0,97426.0,-39.409,-41.202,196.227,14.008,0.798,2.189,3.636,2.902,10.755,3.279,3.237,20.567,-0.113,2.053,109.022,10.441,-0.727,1.299,2.739,2.347,5.08,2.254,3.661,27.28,-11.944,-6.398,219.029,14.8,-0.987,0.311,-5.281,-0.637,108.389,10.411,-2.251,3.801,47.451,48.614,196.365,14.013,-0.851,2.642,1.919,0.79,10.91,3.303,4.936,46.714,Rhomb_porphyry,False,5.0
4812,volleberg_west,3547.0,3550.0,-6.059,-6.125,572.024,23.917,0.165,0.729,9.64,7.794,64.738,8.046,1.423,2.776,10.311,11.458,337.444,18.37,-0.751,2.693,5.677,4.056,30.094,5.486,2.114,7.574,-13.932,-2.325,567.472,23.822,-0.727,2.099,-10.757,-0.759,199.848,14.137,-0.815,-0.885,5.236,3.031,115.748,10.759,-0.769,4.632,2.411,0.29,29.495,5.431,4.081,20.949,Granittic_gneiss,False,3.0
2177,drammen,57332.0,57337.0,1.506,3.92,174.192,13.198,-0.649,1.452,3.757,3.361,12.611,3.551,3.908,31.811,8.865,7.823,119.135,10.915,0.644,0.156,1.824,1.53,3.152,1.775,3.997,44.9,3.178,5.718,79.173,8.898,-1.644,5.925,2.812,4.974,38.596,6.213,-3.59,13.855,0.314,-1.947,92.888,9.638,0.508,-0.149,1.202,0.769,2.061,1.436,3.04,16.176,Drammensgranite,False,5.0
1059,gran_east,9105.0,9106.0,21.263,25.149,517.111,22.74,-0.084,-0.159,6.42,4.589,51.255,7.159,1.855,3.998,0.482,0.0,137.491,11.726,-0.652,1.558,2.585,1.829,8.245,2.871,2.25,7.083,-33.062,-34.06,366.139,19.135,0.352,-0.388,-11.173,-0.49,191.567,13.841,-0.577,-1.501,16.894,17.831,106.635,10.326,0.203,0.076,1.187,0.461,3.959,1.99,2.813,8.366,Blackshale,False,1.0
2574,drammen,59840.0,59846.0,-16.679,-15.919,297.574,17.25,0.885,6.267,4.415,4.028,8.732,2.955,3.046,26.181,3.765,7.196,217.921,14.762,-0.797,0.077,3.348,2.879,6.133,2.477,2.228,10.834,2.972,6.169,181.537,13.474,-2.098,6.889,-3.683,-2.98,43.357,6.585,-2.699,9.483,10.527,12.8,163.064,12.77,-0.684,0.217,2.687,0.818,18.426,4.293,2.783,10.855,Drammensgranite,False,6.0
4026,soegne_west,6225.0,6232.0,14.5,14.898,341.17,18.471,-1.248,6.174,6.435,5.082,26.291,5.127,2.027,6.456,-6.9,-8.625,191.843,13.851,0.684,0.188,2.309,1.588,4.751,2.18,2.648,11.023,-3.025,0.84,60.627,7.786,-2.14,12.594,-5.252,-3.025,28.396,5.329,-3.247,13.676,6.012,4.374,337.151,18.362,0.137,-1.158,8.779,8.473,39.094,6.253,0.475,-0.603,Granittic_gneiss,False,7.0
993,gran_east,8978.0,8979.0,19.117,14.64,473.804,21.767,0.013,-0.255,6.0,4.32,44.698,6.686,1.489,2.279,-2.526,0.0,137.433,11.723,-0.434,0.491,3.396,2.437,16.803,4.099,2.679,13.611,-35.71,-36.894,385.113,19.624,0.46,-0.361,-13.562,-9.513,130.321,11.416,-0.534,-1.165,-9.309,-5.012,500.49,22.372,1.746,12.92,1.922,0.793,14.117,3.757,6.328,68.119,Hagaberg_shale,False,1.0
3699,soegne_east,8397.0,8403.0,5.4,8.579,370.96,19.26,-1.255,3.826,6.189,4.665,31.125,5.579,3.091,14.303,-3.836,-3.7,305.692,17.484,0.734,0.841,3.171,2.216,10.515,3.243,4.928,56.108,-0.711,2.475,158.7,12.598,-3.025,18.0,1.591,0.344,49.168,7.012,-2.508,12.959,-18.105,-18.82,119.584,10.935,0.701,2.439,3.501,2.245,12.027,3.468,2.177,8.947,Granittic_gneiss,False,6.0
1275,gran_west,8113.0,8114.0,1.814,3.3,331.989,18.221,-0.9,1.784,6.278,5.47,22.034,4.694,0.922,0.796,8.348,9.615,97.119,9.855,-0.161,-0.479,3.057,2.578,5.883,2.425,1.444,3.766,-32.272,-29.81,95.578,9.776,0.3,5.474,-4.507,-0.225,102.599,10.129,-2.115,2.976,11.213,11.714,21.729,4.661,-0.976,2.967,1.04,0.592,2.0,1.414,3.213,13.311,Blackshale,False,1.0
2226,drammen,57598.0,57604.0,-3.097,-3.007,135.102,11.623,0.623,8.309,3.253,2.962,8.117,2.849,4.342,48.121,1.162,0.0,243.571,15.607,0.027,-0.315,2.342,1.89,6.144,2.479,5.639,69.571,-0.316,-0.065,32.568,5.707,-3.632,26.591,-0.889,0.016,47.044,6.859,-3.156,11.672,35.524,0.0,16118.244,126.958,3.507,10.426,2.387,0.548,70.875,8.419,13.624,238.543,Drammensgranite,False,6.0
1507,gran_west,8373.0,8374.0,6.187,4.822,319.309,17.869,-0.719,1.951,6.942,6.0,24.796,4.98,0.989,1.139,1.854,1.734,51.594,7.183,-0.314,0.219,3.112,2.536,5.901,2.429,1.35,2.559,-28.971,-28.95,173.342,13.166,0.702,0.603,-4.649,-0.44,69.782,8.354,-1.943,3.003,5.368,7.759,221.006,14.866,-0.327,-0.806,1.974,1.101,6.219,2.494,2.793,10.687,Huk_limestone,False,1.0
3574,soegne_east,7695.0,7700.0,1.115,3.167,438.386,20.938,-0.794,2.155,5.784,4.897,16.06,4.008,2.014,7.853,12.939,17.78,404.219,20.105,-0.813,-0.408,3.591,2.863,6.617,2.572,1.903,5.839,5.225,9.988,88.465,9.406,-2.762,12.612,4.26,5.221,18.401,4.29,-5.546,36.673,5.727,7.04,128.886,11.353,0.266,0.717,4.19,2.29,21.499,4.637,1.438,1.616,Granittic_gneiss,False,5.0
3423,soegne_east,6921.0,6928.0,-3.907,-2.502,360.732,18.993,-0.847,1.991,5.435,4.563,14.341,3.787,1.556,3.917,0.68,4.631,556.054,23.581,0.005,-0.498,2.962,2.296,7.335,2.708,3.606,28.031,5.564,8.0,60.039,7.748,-3.427,20.273,1.271,2.542,18.78,4.334,-4.518,25.043,-10.163,-12.159,86.418,9.296,2.274,8.453,2.453,1.861,3.919,1.98,1.25,1.739,Granittic_gneiss,False,7.0
383,skottas,97156.0,97161.0,20.405,20.421,480.902,21.929,-0.482,0.683,6.644,5.816,26.958,5.192,1.793,6.771,3.949,4.5,68.024,8.248,-0.689,2.422,2.282,1.868,5.058,2.249,4.476,37.906,-5.961,-2.941,148.748,12.196,-2.235,6.276,-4.468,-0.311,90.897,9.534,-2.278,3.821,-7.409,-7.831,60.995,7.81,0.33,9.636,1.019,0.401,3.93,1.982,7.453,96.613,Rhomb_porphyry,False,5.0
1760,drammen,54996.0,55002.0,-28.774,-29.601,306.785,17.515,1.087,6.104,4.945,4.132,12.864,3.587,1.869,6.513,16.972,17.352,114.987,10.723,-0.268,0.171,3.806,3.3,6.192,2.488,1.864,7.627,-5.203,-5.113,116.75,10.805,-1.606,5.301,0.457,-0.705,38.021,6.166,-1.487,6.756,-19.75,-8.251,2216.844,47.083,-0.521,-1.177,6.411,4.53,46.127,6.792,1.173,0.663,Rhomb_porphyry,False,6.0
3674,soegne_east,8254.0,8260.0,-9.625,-8.055,332.21,18.227,-0.904,2.01,5.432,4.644,14.062,3.75,2.318,11.673,-1.714,-2.271,211.551,14.545,0.64,0.169,2.686,1.89,6.461,2.542,3.033,17.787,2.672,4.325,60.492,7.778,-3.512,33.389,2.221,0.538,29.159,5.4,-1.414,6.669,-17.787,-18.804,186.218,13.646,0.142,0.252,3.649,2.122,13.244,3.639,1.646,3.647,Granittic_gneiss,False,6.0
237,skottas,96453.0,96459.0,-16.286,-17.24,277.09,16.646,0.205,1.615,4.331,3.449,16.59,4.073,3.001,15.431,3.23,4.431,87.126,9.334,-0.862,1.79,2.489,1.814,8.272,2.876,4.493,30.783,-1.553,3.841,194.033,13.93,-2.545,6.428,-5.945,-0.405,139.589,11.815,-1.914,2.054,1.52,0.415,206.211,14.36,0.291,2.135,1.394,0.421,10.067,3.173,6.462,59.114,Rhomb_porphyry,False,6.0
656,gran_east,8342.0,8343.0,15.393,16.438,407.128,20.177,-0.107,-0.049,5.446,4.764,20.738,4.554,1.464,4.143,7.185,5.994,175.12,13.233,0.631,0.942,2.424,2.019,4.426,2.104,1.384,2.574,-30.163,-27.59,113.571,10.657,0.199,1.225,-4.816,-0.275,82.466,9.081,-1.833,2.28,10.957,8.024,91.368,9.559,0.485,-1.165,0.955,0.543,1.686,1.298,2.799,8.833,Blackshale,False,1.0
2407,drammen,58591.0,58596.0,-8.098,-5.697,287.943,16.969,-1.407,7.57,3.597,3.267,9.152,3.025,4.753,46.142,-4.81,-4.297,257.569,16.049,0.384,0.932,2.148,1.745,4.028,2.007,5.138,68.424,-7.777,-0.306,299.534,17.307,-2.1,3.042,-3.937,-0.171,113.387,10.648,-1.636,1.626,7.273,14.253,376.385,19.401,-2.946,13.488,1.41,0.48,5.016,2.24,3.476,17.658,Drammensgranite,False,5.0
2928,brulihei_west,2409.0,2415.0,0.927,1.316,194.912,13.961,-0.904,3.805,3.793,3.057,7.496,2.738,2.643,11.337,7.627,8.068,104.118,10.204,0.633,2.158,2.144,1.859,1.635,1.279,2.267,7.984,17.634,18.25,19.239,4.386,-7.036,53.414,-0.262,-0.087,0.841,0.917,-2.71,14.466,-4.727,-5.421,21.25,4.61,0.277,0.627,2.661,1.622,5.708,2.389,1.271,1.076,Augen_gneiss,False,6.0
2985,lindeli_east,13843.0,13848.0,-18.543,-16.77,237.541,15.412,-1.349,4.065,5.192,4.413,13.436,3.665,2.449,10.98,-5.133,-6.486,134.596,11.602,0.86,3.62,2.938,2.207,6.277,2.505,2.541,10.766,-8.276,-5.159,252.668,15.896,-2.28,4.686,-3.688,-0.574,80.413,8.967,-2.798,6.344,2.75,0.0,51.202,7.156,0.804,1.499,1.509,0.316,5.253,2.292,1.684,3.134,Granittic_gneiss,False,5.0
